commonName,manufacturerAbbrev,impulseClass,type,diameter,length,totalWeightG,propWeightG,propInfo,avgThrustN,maxThrustN,burnTimeS,totImpulseNs,certOrg,availability,source_url
J333,Contrail,J,hybrid,38,1227,1064,110,,305,1227,2.4,733,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/J333-HP/
J345,Contrail,J,hybrid,38,1227,1118,184,,318,1222,2.7,891,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/J345-PVC/
J350,AeroTech,J,reload,38,337,665,375.1,White Lightning,445,822.5,1.5,700,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J350W/
J355,Contrail,J,hybrid,54,719,1564,450,,354.9,803.1,1.91,678.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/J355-BG/
J358,Contrail,J,hybrid,54,922,1743,450,,340.8,1147,2.69,913.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/J358-BG/
J380,Cesaroni,J,reload,54,320,1293,769,Smoky Sam,382,434.6,2.73,1043,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1043J380-16A/
J400,Cesaroni,J,reload,38,419,702,392,Smoky Sam,402.1,482.1,1.75,700,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/700J400-16A/
J415,AeroTech,J,reload,54,314,1168,693.3,White Lightning,415,732.8,2.88,1232,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J415W/
J416,Contrail,J,hybrid,54,922,1700,,,411,1038,2.75,1130,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/J416-SP/
J420,AeroTech,J,reload,38,337,649.6,345,Redline,420,,1.567,658,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J420R/
J460,AeroTech,J,reload,54,230,789,415.4,Blue Thunder,460,870.5,1.81,805.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J460T/
J525,Loki,J,reload,54,330,1240,625,Loki White,525,640.8,2.1,1113,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J525-LW/
J528,Loki,J,reload,38,419,745,374,Loki White,528,896,1.2,741,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J528-LW/
J540,AeroTech,J,reload,54,314,1084,679,Redline,540,,2.15,1161,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J540R/
J555,Contrail,J,hybrid,38,1227,1132,166,,497,2500,1.6,795,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/J555-HP/
J570,AeroTech,J,reload,38,479,902,535.8,White Lightning,509.3,1143,1.91,973.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J570W/
J642,Contrail,J,hybrid,54,922,1791,450,,633.7,1494,1.72,1093,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/J642-BG/
J800,AeroTech,J,reload,54,316,1086,618,Blue Thunder,696.5,1001,1.76,1229,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J800T/
J800,Contrail,J,hybrid,38,1227,1148,166,,758,4840,1.2,928,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/J800-HP/
K185,AeroTech,K,reload,54,437,1434,836.8,White Lightning,185,404.7,6.87,1417,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K185W/
K234,Contrail,K,hybrid,54,1263,2063,450,,235,477.5,7.04,1657,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K234-BG/
K240,Hypertek,K,hybrid,54,815,1807,799.2,,240,,5.38,1292,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/835CC125J-K240/
K240,RATT,K,hybrid,64,908,2814,1292,,240,,7.686,1845,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/RATT/K240H/
K250,Loki,K,reload,54,499,1791,975,Loki White,250,728.3,6.48,1608,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/K250-LW/
K250,AeroTech,K,SU,54,673,2211,1434,White Lightning,250,545.8,9,2353,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K250W/
K265,Contrail,K,hybrid,54,1219,1814,,,268.9,777.1,6.22,1684,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K265-SP/
K300,Contrail,K,hybrid,75,1016,4059,580,,293,690,6.5,1909,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K300-BS/
K321,Contrail,K,hybrid,54,1220,2043,450,,320.5,738,4.89,1570,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K321-BG/
K350,Loki,K,reload,54,736,2540,1406,Loki White,350,1329,6.36,2527,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/K350-LW/
K404,Contrail,K,hybrid,75,1016,4150,703,,379,1036,6.4,2441,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K404-SP/
K445,Cesaroni,K,reload,54,404,1398,792,Classic,445,664.8,3.67,1636,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1635K445-17A/
K456,Contrail,K,hybrid,75,813,3704,580,,439,1422,3.7,1628,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K456-BG/
K458,AeroTech,K,reload,98,275,3164,1425,White Lightning,458,585.8,6,2465,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K458W/
K510,Cesaroni,K,reload,75,350,2590,1197,Classic,514,689.8,4.84,2486,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2486K510-P/
K530,Cesaroni,K,reload,54,404,1640,1025,Smoky Sam,529,596.4,2.67,1412,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1412K530-16A/
K550,AeroTech,K,reload,54,410,1487,889.1,White Lightning,396.8,655.3,3.879,1539,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K550W/
K560,AeroTech,K,reload,75,396,2744,1425,White Lightning,560,753.7,4.09,2417,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K560W/
K570,Cesaroni,K,reload,54,488,1685,990,Classic,574,892.7,3.59,2063,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2060K570-17A/
K630,Contrail,K,hybrid,75,813,3550,515,,609.4,973,2.2,1341,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K630-SP/
K650,Cesaroni,K,reload,54,488,1990,1281,Smoky Sam,656,728.7,2.66,1750,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1750K650-16A/
K650,AeroTech,K,reload,98,289,2935,1280,Blue Thunder,650,752.8,3.67,2406,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K650T/
K660,Cesaroni,K,reload,54,572,1949,1177,Classic,659,1079,3.69,2437,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2437K660-17A/
K678,Contrail,K,hybrid,75,1016,4050,580,,661,2342,2.8,1847,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K678-BG/
K680,AeroTech,K,reload,98,289,3035,1316,Redline,680,835,3.49,2358,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K680R/
K695,AeroTech,K,reload,54,410,1487,903,Redline,695,,2.178,1514,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K695R/
K700,AeroTech,K,reload,54,568,2035,1303,White Lightning,700,1617,3.51,2261,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K700W/
K707,Contrail,K,hybrid,75,813,3674,159,,698,1486,1.98,1386,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K707-BG/
K777,Contrail,K,hybrid,75,1016,4050,645,,695,1908,2.6,1833,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K777-SP/
K780,AeroTech,K,reload,75,395,2934,1268,Redline,780,965,2.98,2371,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K780R/
K960,Loki,K,reload,54,499,1746,930,Loki White,960,1529,1.98,1946,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/K960-LW/
K1100,AeroTech,K,reload,54,398,1336,773.3,Blue Thunder,1100,1245,1.61,1472,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K1100T/
K1275,AeroTech,K,reload,54,568,1986,1222,Redline,1275,1554,1.75,2225,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K1275R/
L200,Hypertek,L,hybrid,75,1031,3895,1614,,200,,13.2,2639,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/1685CC098L-L200/
L225,Hypertek,L,hybrid,75,1031,3948,1688,,225,,12.39,2789,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/1685CC098LFX-L225FX/
L2525,Contrail,L,hybrid,75,1524,5579,1306,,2456,4906,1.9,4677,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/L2525-GF/
L350,Hypertek,L,hybrid,75,1031,3903,1620,,350,,8.694,3043,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/1685CC125L-L350/
L355,Hypertek,L,hybrid,75,1031,3954,1638,,355,,8.031,2851,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/1685CC125LFX-L355FX/
L369,Contrail,L,hybrid,75,813,4800,785,,361.7,651.9,10.58,3829,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/L369-SP/
L475,Hypertek,L,hybrid,75,1031,3898,1543,,475,,5.841,2774,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/1685CC172L-L475/
L535,Hypertek,L,hybrid,75,1031,3948,1616,,535,,5.597,2994,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/1685CC172LFX-L535FX/
L540,Hypertek,L,hybrid,75,1387,5656,2559,,540,,8.546,4615,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/2800CC172L-L540/
L550,Hypertek,L,hybrid,75,1031,3898,1552,,550,,5.627,3095,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/1685CCRGL-L550/
L570,Hypertek,L,hybrid,75,1387,5706,2608,,570,,8.273,4716,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/2800CC172LFX-L570FX/
L575,Hypertek,L,hybrid,75,1387,5653,2553,,575,,8.402,4831,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/2800CCRGL-L575/
L600,RATT,L,hybrid,64,1066,2200,2200,,600,2072,7.1,3152,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/RATT/L600/
L610,Hypertek,L,hybrid,75,1031,3951,1603,,610,,5.133,3131,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/1685CCRGLFX-L610FX/
L625,Hypertek,L,hybrid,75,1387,5706,2602,,625,,7.921,4951,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/2800CCRGLFX-L625FX/
L730,Cesaroni,L,reload,54,649,2247,1351,Classic,733,1215,3.77,2765,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2765L730-P/
L800,Cesaroni,L,reload,75,486,3511,1795,Classic,804,1286,4.67,3757,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3757L800-P/
L800,Contrail,L,hybrid,75,1372,4726,3200,,813,1608,4.6,3759,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/L800-BG/
L850,AeroTech,L,reload,75,531,3742,2095,White Lightning,850,1866,4.42,3646,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L850W/
L930,Loki,L,reload,76,499,3538,1905,Loki White,930,1137,3.79,3587,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/L930-LW/
L952,AeroTech,L,reload,98,427,5012,2750,White Lightning,952,1022,6.15,4656,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L952W/
L1115,Cesaroni,L,reload,75,621,4404,2394,Classic,1119,1713,4.48,5015,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5015L1115-P/
L1150,AeroTech,L,reload,75,530,3674,1902,Redline,1150,1346,3.07,3517,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1150R/
L1222,Contrail,L,hybrid,75,1371,4989,786,,1173,2892,3.1,3682,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/L1222-SM/
L1300,AeroTech,L,reload,98,443,4884,2632,Redline,1300,1552,3.513,4567,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1300R/
L1400,Loki,L,reload,54,736,2540,1400,Loki White,1400,2711,2,2851,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/L1400-LW/
L1420,AeroTech,L,reload,75,665,4562,2560,Redline,1420,1814,3.24,4603,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1420R/
L1500,AeroTech,L,reload,98,443,4659,2491,Blue Thunder,1500,1752,3.47,5089,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1500T/
M520,Cesaroni,M,reload,98,548,6693,3658,Classic,542,1184,13.81,7441,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7400M520-P/
M711,Contrail,M,hybrid,75,1371,4900,727,,762.4,1872,7.22,5507,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/M711-BS/
M900,RATT,M,hybrid,64,1828,3288,3288,,900,1945,12.3,6463,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/RATT/M900/
M1000,Hypertek,M,hybrid,98,1405,8907,4236,,1000,,9.155,9155,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/4630CCRGM-M1000/
M1010,Hypertek,M,hybrid,98,1405,9000,4301,,1010,,9.024,9114,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Hypertek/4630CCRGMFX-M1010FX/
M1297,AeroTech,M,reload,75,665,4637,2722,White Lightning,1297,2049,4.17,5417,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1297W/
M1315,AeroTech,M,reload,75,801,5645,3499,White Lightning,1248,2362,5.4,6714,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1315W/
M1400,Cesaroni,M,reload,75,757,5302,2992,Classic,1398,2292,4.47,6251,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6251M1400-P/
M1419,AeroTech,M,reload,98,579,6916,4077,White Lightning,1419,1591,7.1,7756,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1419W/
M1550,AeroTech,M,reload,75,801,5645,3170,Redline,1550,2180,3,5600,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1550R/
M1575,Contrail,M,hybrid,98,1524,10680,2210,,1556,2965,4.2,6547,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/M1575-BG/
M1600,AeroTech,M,reload,98,579,6917,4026,Redline,1600,1917,4,7084,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1600R/
M1882,Loki,M,reload,76,787,5534,3130,Loki White,1882,2860,3,6303,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/M1882-LW/
M1939,AeroTech,M,reload,98,732,8988,5719,White Lightning,1939,2430,6.2,10480,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1939W/
M2000,AeroTech,M,reload,98,732,8987,5368,Redline,2000,2327,4,9218,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M2000R/
M2281,Contrail,M,hybrid,75,1524,5579,1306,,2552,6040,2.14,5482,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/M2281-BF/
M2400,AeroTech,M,reload,98,597,6451,3693,Blue Thunder,2400,3402,3.2,7717,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M2400T/
M2500,AeroTech,M,reload,98,751,8064,4711,Blue Thunder,2500,3711,3.85,9671,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M2500T/
M2505,Cesaroni,M,reload,98,579,6250,3339,White Thunder,2491,2953,3,7450,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7450M2505-P/
M2700,Contrail,M,hybrid,98,1524,10430,1730,,2645,5484,2.3,6034,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/M2700-BS/
M2800,Contrail,M,hybrid,98,1524,10700,2210,,2570,4964,2.3,6060,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/M2800-BG/
N2000,AeroTech,N,reload,98,1046,12280,7753,White Lightning,2000,3141,6.9,13350,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/N2000W/
N2500,Cesaroni,N,reload,98,1010,11670,6778,Classic,2562,3876,5.38,13770,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/13766N2500-P/
O6300,Contrail,O,hybrid,152,1829,28580,5216,,6354,12730,4.29,27240,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/O6300-BS/
I1299,AeroTech,I,reload,38,249,422,192,Warp 9,1335,1851,0.316,422.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I1299N/
K1499,AeroTech,K,reload,75,260,1741,604,Warp 9,1500,1720,0.88,1322,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K1499N/
I364,AeroTech,I,reload,38,335,678,396,Black Max,373.8,487.3,1.52,570.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I364FJ/
I225,AeroTech,I,reload,38,240,486,264,Black Max,230.5,276.6,1.59,367.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I225FJ/
I305,AeroTech,I,reload,38,288,581,330,Black Max,313.5,418.2,1.44,452.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I305FJ/
K1999,AeroTech,K,reload,98,289,2989,1225,Warp 9,1887,2160,1.34,2540,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K1999N/
J575,AeroTech,J,reload,38,478,914,576,Black Max,594,839.5,1.34,798.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J575FJ/
M1850,AeroTech,M,reload,75,923,6032,4122,White Lightning,1910,4489,4.01,7659,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1850W/
J1299,AeroTech,J,reload,54,231,834,371.6,Warp 9,1292,1468,0.653,843.4,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J1299N/
J1799,AeroTech,J,reload,54,330,1111,591,Warp 9,1963,2966,0.61,1215,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J1799N/
J825,AeroTech,J,reload,38,478,875,500,Redline,892.9,1244,1.15,974.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J825R/
M650,AeroTech,M,reload,75,801,5125,3351,White Lightning,656,1475,9.13,5964,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/M650W/
M750,AeroTech,M,reload,98,732,8776,5540,White Lightning,744,1454,12.65,9325,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/M750W/
H250,AeroTech,H,reload,29,238,256,116.3,Mojave Green,250,,0.9,231,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H250G/
I245,AeroTech,I,reload,38,202,365,181.3,Mojave Green,245,,1.4,351,Unknown,regular,http://www.thrustcurve.org/motors/AeroTech/I245G/
J500,AeroTech,J,reload,38,345,654,362.6,Mojave Green,500,,1.4,723,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J500G/
K270,AeroTech,K,reload,54,579,2100,1188,White Lightning,249.8,438.4,7.87,1968,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K270W/
I115,AeroTech,I,reload,54,156,545,219,White Lightning,115,,3.583,412,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I115W/
I229,AeroTech,I,reload,54,156,514,196,Blue Thunder,229,,1.777,407,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I229T/
I215,AeroTech,I,reload,54,156,527,208,Redline,215,,1.856,399,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I215R/
I599,AeroTech,I,reload,54,156,512,195,Warp 9,667.8,763.5,0.6,404.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I599N/
I117,AeroTech,I,reload,54,156,566,243,Black Max,117,,3.1,361,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I117FJ/
J250,AeroTech,J,reload,54,241,907,487,Black Max,250,,2.9,731,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J250FJ/
K513,AeroTech,K,reload,54,410,1647,974,Black Max,556.8,658.3,2.79,1496,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K513FJ/
K828,AeroTech,K,reload,54,579,2223,1373,Black Max,828,,2.5,2120,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K828FJ/
I600,AeroTech,I,reload,38,345.4,602,324,Redline,612,811.7,1.09,597.3,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/I600R/
I540,Cesaroni,I,reload,38,367,598.2,309,White Thunder,540,,1.18,634.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/634I540-16A/
L610,Cesaroni,L,reload,98,394,4975,2415,Classic,613,930,8.13,4842,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4842L610-P/
M795,Cesaroni,M,reload,98,702,8492,4892,Classic,794,794,12.76,10130,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/10133M795-P/
M1060,Cesaroni,M,reload,98,548,6673,3622,Classic,1057,1495,7.23,7441,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7441M1060-P/
M1450,Cesaroni,M,reload,98,702,8578,4830,Classic,1456,2416,6.87,9955,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/9955M1450-P/
N1100,Cesaroni,N,reload,98,1046,11590,6790,Classic,1120,1120,12.49,14010,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/14005N1100-P/
I110,Loki,I,reload,38,298,,,Loki White,136,284,3.55,487.8,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/I110-LW/
J175,Loki,J,reload,54,330,1250,654,Loki White,215,478,5.3,1146,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J175-LW/
J820,Loki,J,reload,54,330,1210,643,Loki White,840,1281,1.3,1108,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J820-LW/
K555,Contrail,K,hybrid,54,1220,2038,450,,554.5,1200,3.04,1686,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K555-BG/
K543,Contrail,K,hybrid,76,813,3606,500,,586,2129,3.6,2096,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K543-BS/
K888,Contrail,K,hybrid,76,1016,4173,625,,896,3025,2.67,2400,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/K888-BM/
L1428,Contrail,L,hybrid,76,1753,5738,1150,,1531,3064,3.1,4733,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/L1428-SF/
M1491,Contrail,M,hybrid,76,1372,4876,664,,1693,5706,3.35,5676,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/M1491-BM/
H248,Contrail,H,hybrid,38,719,793.8,184,,245,746,1.06,261.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H248-PVC/
K805,AeroTech,K,reload,54,401,1543,871.1,Mojave Green,805,,2.2,1762,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K805G/
M2100,AeroTech,M,reload,98,598,6918,3948,Mojave Green,2100,,3.7,7802,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M2100G/
O8000,Cesaroni,O,reload,161,957,32670,18610,White Thunder,8035,8605,5.1,40960,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/40960O8000-P/
O5800,Cesaroni,O,reload,161,754,26370,13950,White Thunder,5787,6339,5.23,30610,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/30600O5800-P/
H120,Cesaroni,H,reload,38,186,295,136,Red Lightning,121.4,149.4,2.15,260.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/261H120-14A/
H225,Cesaroni,H,reload,38,186,193,123.6,White Thunder,226.3,254.1,1.21,273.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/273H225-14A/
I345,Cesaroni,I,reload,38,245,395,185.4,White Thunder,345.1,402.6,1.18,407.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/408I345-15A/
I255,Cesaroni,I,reload,38,303,516,273.2,Red Lightning,253,313.9,2.04,517.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/517I255-16A/
