commonName,manufacturerAbbrev,impulseClass,type,diameter,length,totalWeightG,propWeightG,propInfo,avgThrustN,maxThrustN,burnTimeS,totImpulseNs,certOrg,availability,source_url
1/8A0.3,Quest,A,SU,6,26,1,0.5,black powder,0.284,2.108,0.772,0.218,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Quest/MICRO_MAXX_II/
1/8A0.3,Quest,A,SU,6,26,1.07,0.4,black powder,0.163,1.898,0.827,0.135,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Quest/MICRO_MAXX/
1/4A2,Apogee,A,SU,10.5,38,,0.75,,2.48,5.4,0.23,0.57,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/1%2F4A2/
1/4A3,Estes,A,SU,13,45,6.1,0.83,black powder,2.36,4.95,0.25,0.59,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/1%2F4A3/
1/2A2,Apogee,A,SU,10.5,38,,1.5,,1.94,3.97,0.63,1.22,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/1%2F2A2/
1/2A3,Estes,A,SU,13,45,6.6,2,black powder,3.03,7.62,0.36,1.09,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/1%2F2A3/
1/2A6,Estes,A,SU,18,70,,2.6,black powder,3.42,7.86,0.33,1.13,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/1%2F2A6/
A2,Apogee,A,SU,10.5,57,,3,,1.89,4.82,1.31,2.47,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/A2/
A3,Estes,A,SU,13,45,8.5,3.3,black powder,2.2,5.83,1.01,2.22,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/A3/
A6,Quest,A,SU,18,70,12,3.5,black powder,4.16,10.07,0.55,2.3,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Quest/A6/
A8,Estes,A,SU,18,70,16.3,3.3,black powder,3.18,9.73,0.73,2.5,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/A8/
A10,Estes,A,SU,13,45,7,3.6,black powder,1.78,9.74,1.06,1.88,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/A10/
B2,Apogee,B,SU,10.5,88,,6,,1.91,5.48,2.53,4.82,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/B2/
B4,Estes,B,SU,18,70,18.9,6,black powder,4.17,12.75,1.03,5,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/B4/
B6,Quest,B,SU,18,70,18.4,6.5,black powder,6.17,14.38,0.75,4.63,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Quest/B6/
B6,Estes,B,SU,18,70,19.1,5.6,black powder,5.03,12.14,0.86,4.33,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/B6/
B7,Apogee,B,SU,13,50,,2.8,,6.72,14.76,0.74,4.97,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/B7/
C4,Apogee,C,SU,18,50,,4.5,,3.8,11.31,2.35,8.92,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/C4/
C5,Estes,C,SU,18,70,24.8,11.3,black powder,3.91,20.41,1.99,7.79,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/C5/
C6,Estes,C,SU,18,70,24.1,10.8,black powder,4.74,14.09,1.86,8.82,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/C6/
C6,Quest,C,SU,18,70,21,12,black powder,3.45,15.46,2.54,8.76,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Quest/C6/
C6,Apogee,C,SU,13,83,,7,,7.56,21.1,1.32,9.98,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/C6/
C10,Apogee,C,SU,18,50,,4.9,,9.96,25.72,0.96,9.56,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/C10/
C11,Estes,C,SU,24,70,35.23,12,black powder,10.86,21.73,0.81,8.8,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/C11/
D3,Apogee,D,SU,18,77,,9.8,,2.87,10.64,6.39,18.36,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/D3/
D7,AeroTech,D,reload,24,70,42.2,10.5,Blue Thunder,6.46,10.99,2.87,18.53,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/D7-RCT/
D9,AeroTech,D,reload,24,70,47.4,10.1,White Lightning,9.98,20,1.88,18.76,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/D9W/
D10,Apogee,D,SU,18,70,,9.8,,13.39,25.13,1.4,18.75,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Apogee/D10/
D11,Estes,D,SU,24,70,44.8,24.5,black powder,9.4,26.01,1.86,17.49,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Estes/D11/
D12,Estes,D,SU,24,70,44,21.1,black powder,10.21,29.73,1.65,16.84,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/Estes/D12/
D13,AeroTech,D,reload,18,70,31.9,9.8,White Lightning,12.67,23.61,1.52,19.26,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/D13W/
D15,AeroTech,D,reload,24,70,46.9,8.9,Blue Thunder,16.49,31.36,1.15,18.96,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/D15T/
D21,AeroTech,D,SU,18,70,25,9.6,Blue Thunder,20.84,32.12,0.94,19.59,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/D21T/
D24,AeroTech,D,reload,18,70,32,8.7,Blue Thunder,14.77,25.52,1.22,18.02,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/D24T/
E6,AeroTech,E,SU,24,70,,21.5,Blue Thunder,6,,6.67,40,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/E6/
E6,AeroTech,E,reload,24,70,50,21.5,Blue Thunder,5.27,11.9,7.12,37.5,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/E6-RCT/
E7,AeroTech,E,reload,24,70,48.4,17.1,Blue Thunder,5.41,11.58,5.43,29.35,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/E7-RCT/
E9,Estes,E,SU,24,95,58,35.8,black powder,9.02,19.47,3.09,27.87,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Estes/E9/
E12,Ellis,E,SU,24,102,,28.3,,12,,2.983,35.8,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/E12/
E12,AeroTech,E,reload,24,70,59.4,30.3,Blackjack,11.22,18.33,3.05,34.22,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/E12-RCJ/
E15,AeroTech,E,SU,24,65,49,16.2,White Lightning,21.8,34.9,1.6,35,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/E15W/
E15,RV,E,SU,24,70,50.1,17.8,,15.06,28.84,2.64,39.76,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/RV/E15/
E16,AeroTech,E,reload,29,124,109,19,White Lightning,18.84,37.2,2,37.67,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/E16W/
E18,AeroTech,E,reload,24,70,59,20.7,White Lightning,17.07,30.08,2.14,36.54,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/E18W/
E23,AeroTech,E,reload,29,124,104,17.4,Blue Thunder,22.5,38.22,1.57,35.32,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/E23T/
E28,AeroTech,E,reload,24,70,55.3,18.4,Blue Thunder,32.53,50.52,1.22,39.69,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/E28T/
E30,AeroTech,E,SU,24,70,47,17.8,Blue Thunder,32.38,49.3,1.02,33.56,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/E30T/
F10,AeroTech,F,SU,29,85,,40.7,,10.71,28.22,7.13,76.33,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/F10/
F12,AeroTech,F,reload,24,70,68.6,30.3,Blackjack,14.74,23.54,2.93,43.2,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F12J/
F13,AeroTech,F,reload,32,107,110.5,32.3,Blue Thunder,12.17,19.98,5.1,62.07,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F13-RCT/
F16,AeroTech,F,reload,32,107,140.4,62.5,Blackjack,13.27,26.35,5.69,75.48,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F16-RCJ/
F20,AeroTech,F,SU,29,83,80.2,30,White Lightning,20.8,40.33,2.49,51.75,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F20W%2FL/
F21,AeroTech,F,SU,24,95,64,30,White Lightning,21,42,2.5,55,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/AeroTech/F21W/
F22,AeroTech,F,reload,29,124,135.6,46.3,Blackjack,19.64,31.15,3.31,65,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F22J/
F23,AeroTech,F,SU,29,73,79,32,Black Max,23.81,48.7,2.22,52.85,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/F23FJ%2FL/
F23,AeroTech,F,reload,32,107,128.7,37.8,White Lightning,23,36,3.47,70,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F23-RCW-SK/
F23,Ellis,F,SU,24,140,76.5,31.2,,23,39.2,3.58,67.9,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/F23/
F24,AeroTech,F,reload,24,70,62.9,19,White Lightning,22.21,40.95,2.13,47.31,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F24W/
F25,AeroTech,F,SU,29,98,90,35.6,White Lightning,25.55,46.79,3.05,77.92,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F25W/
F26,AeroTech,F,SU,29,98,101,43.1,Black Max,26,39.2,2.39,62.2,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F26FJ/
F32,AeroTech,F,SU,24,95,,37.7,White Lightning,29.12,55.64,2.72,79.2,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/F32W/
F32,RV,F,SU,24,124,69.5,37.7,,29.12,55.64,2.72,79.2,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/RV/F32/
F35,Roadrunner,F,SU,29,112,111,40.1,Roadrunner propellant,35,50,2.3,78,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Roadrunner/F35/
F37,AeroTech,F,reload,29,99,109.3,28.2,White Lightning,31.67,46.47,1.6,50.67,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F37W/
F39,AeroTech,F,reload,24,70,60.6,22.7,Blue Thunder,37.34,59.47,1.33,49.66,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F39T/
F40,AeroTech,F,reload,29,124,126.2,40,White Lightning,37.91,68.07,2.06,78.09,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F40W/
F42,AeroTech,F,SU,29,83,75.9,27,Blue Thunder,42,66,1.26,52.9,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F42T%2FL/
F50,AeroTech,F,SU,29,98,84.9,37.9,Blue Thunder,53.73,79.59,1.43,76.83,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F50T/
F50,PML,F,SU,29,98,,37.9,,53.73,79.59,1.43,76.83,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/PML/F50T/
F52,AeroTech,F,reload,29,124,121.6,36.6,Blue Thunder,51.37,78.95,1.42,72.95,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F52T/
F60,Roadrunner,F,SU,29,112,109,38.1,Rapid propellant,60,90,1.3,77,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Roadrunner/F60/
F62,AeroTech,F,reload,29,89,109,30.5,Blue Thunder,62,56.5,1.13,51,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/F62T/
F72,AeroTech,F,SU,24,124,,36.8,,61.92,98.78,1.21,74.92,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/F72/
F72,RV,F,SU,24,124,,37.7,,61.92,98.78,1.21,74.92,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/RV/F72/
G12,AeroTech,G,reload,32,107,131,51.1,Blue Thunder,10.2,20.64,8.55,87.22,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/G12-RCT/
G20,Ellis,G,SU,29,149,,62,,20,46,5.47,113.5,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/G20/
G25,AeroTech,G,reload,29,124,121,62.5,White Lightning,22.17,41.18,5.3,117.5,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/G25W/
G33,AeroTech,G,reload,29,124,,72.2,,30.09,50.92,3.27,98.39,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/G33/
G35,AeroTech,G,SU,29,98,,50,,34.65,76.22,2.91,100.8,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/G35/
G35,Ellis,G,SU,29,165,,62,,35,56,3.9,124,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/G35/
G37,Ellis,G,SU,24,181,,62,,37,68,3.1,110.5,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/G37/
G38,AeroTech,G,SU,29,124,126,55,Black Max,40.22,78.19,2.18,87.68,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/G38FJ/
G40,PML,G,SU,29,124,,62.4,,37.17,66.85,3.06,113.7,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/PML/G40W/
G40,AeroTech,G,SU,29,124,123,53.8,White Lightning,40.88,84.51,2.38,97.14,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/G40W/
G54,AeroTech,G,reload,29,124,136.5,46,White Lightning,53.68,81.64,1.51,81.05,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/G54W/
G55,AeroTech,G,SU,24,177,,62.5,,49,84.65,2.44,119.6,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/G55/
G55,RV,G,SU,24,177,,62.5,,49,84.65,2.44,119.6,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/RV/G55/
G60,Cesaroni,G,reload,38,127,206,68.3,Red Lightning,60.3,87.8,2.23,134.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/134G60-14A/
G61,AeroTech,G,reload,38,106,194,62.3,White Lightning,61,63.2,2.04,110.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/G61W/
G63,SkyR,G,hybrid,29,305,210,5,,63,157.6,1.3,85,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/SkyR/G63/
G64,AeroTech,G,reload,29,124,151,62.5,White Lightning,56.84,98.31,2.09,118.8,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/G64W/
G67,AeroTech,G,reload,38,106,201,60,Redline,67,,1.642,110,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/G67R/
G69,SkyR,G,hybrid,29,406,236,5,,69,137.9,1.8,128,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/SkyR/G69/
G69,Cesaroni,G,reload,38,127,197,61.5,Skidmark,69.2,103.9,1.75,121.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/117G69-14A/
G75,AeroTech,G,reload,29,194,233,104.3,Blackjack,75,70.3,2.43,135.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/G75J/
G77,AeroTech,G,reload,29,150,165,58,Redline,77,,1.364,105,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/G77R/
G79,Cesaroni,G,reload,38,125,226,82.7,Smoky Sam,79.9,95.85,1.63,129,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/129G79-13A/
G79,AeroTech,G,reload,29,150,157,62,White Lightning,79,100.7,1.42,108.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/G79W/
G80,AeroTech,G,SU,29,124,127.9,62.5,Blue Thunder,77.6,108.5,1.7,136.6,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/G80T/
G80,PML,G,SU,29,124,,57.4,,77.5,105.2,1.5,116.3,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/PML/G80T/
G80,Roadrunner,G,SU,29,140,135,54.7,Rapid propellant,80,114,1.4,108,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Roadrunner/G80/
G100,Contrail,G,hybrid,38,406,511,93,,101,230,1.43,146,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/G100-PVC/
G101,AeroTech,G,reload,29,125,,46,Blue Thunder,101,102.3,1,85,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/AeroTech/G101T/
G104,AeroTech,G,reload,29,125,136,43.9,Blue Thunder,104,113.8,1,81.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/G104T/
G123,Contrail,G,hybrid,38,406,511,83,,123,413,1.15,142,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/G123-HP/
G125,SkyR,G,hybrid,38,406,,,,125,,1.16,145,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/SkyR/G125/
G130,Contrail,G,hybrid,38,406,516,93,,130,706,0.86,100,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/G130-PVC/
G234,Contrail,G,hybrid,38,414,544,110,,221,606.5,0.53,118,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/G234-HP/
G300,Contrail,G,hybrid,38,406,535,215,,288,689,0.25,100,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/G300-PVC/
H45,AeroTech,H,SU,38,194,294.8,197.4,White Lightning,45,102,6,289,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/AeroTech/H45W/
H48,Ellis,H,SU,38,172,292,145,,48,101,4.4,249,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/H48/
H50,Ellis,H,SU,29,279,,142,,50,109,5,264,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/H50/
H55,AeroTech,H,SU,29,191,188.2,99.7,White Lightning,55,113.3,2.45,162.3,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/AeroTech/H55W/
H70,RATT,H,hybrid,29,457,352,145.2,,70,204.3,3.6,207.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/RATT/H70/
H70,PP,H,hybrid,38,464,626.6,318.3,,72,171,3.16,237,Canadian Association of Rocketry,OOP,http://www.thrustcurve.org/motors/PP/240NS-H70/
H70,AeroTech,H,SU,29,229,224,126,White Lightning,70,174,2,215,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/AeroTech/H70W/
H73,AeroTech,H,reload,38,152,309.1,142.7,Blackjack,73,97.1,2.55,185.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H73J/
H78,SkyR,H,hybrid,29,523,284,5,,78,150.4,2.75,172.9,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/SkyR/H78/
H97,AeroTech,H,reload,29,238,277.8,137.1,Blackjack,97,111.5,2.23,177.3,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H97J/
H100,WCH,H,hybrid,38,403,450,145.6,,96.9,174.9,2.56,266,Canadian Association of Rocketry,OOP,http://www.thrustcurve.org/motors/WCH/246H100-P/
H112,AeroTech,H,reload,38,191,379.5,191.2,Blackjack,112,121.7,2.92,261.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H112J/
H121,Contrail,H,hybrid,38,516,612,110,,121,294,1.85,225,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H121-HP/
H123,AeroTech,H,reload,38,152,275,128.7,White Lightning,123,174.2,1.76,223.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H123W/
H124,SkyR,H,hybrid,38,533,664,142,,124,335.3,1.7,224.5,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/SkyR/H124/
H125,AeroTech,H,SU,29,330,322.6,187.9,White Lightning,125,307,2.6,299.4,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/AeroTech/H125W/
H128,AeroTech,H,reload,29,194,206,94.2,White Lightning,128,168.7,1.27,172.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H128W/
H141,Contrail,H,hybrid,38,508,612,125,,141,297,1.7,247,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H141-PVC/
H143,Cesaroni,H,reload,38,185,347,165.4,Smoky Sam,142.4,167,1.73,247,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/247H143-13A/
H144,Loki,H,reload,38,190,336,126,Loki White,155,254,1.53,239.3,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/H144-LW/
H148,AeroTech,H,reload,38,152,309.1,122,Redline,148,,1.392,206,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H148R/
H153,Cesaroni,H,reload,38,185,303.9,143.9,,153,188.3,1.75,258,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Cesaroni/H153/
H155,SkyR,H,hybrid,38,533,664,142,,155,416.8,1.69,228.7,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/SkyR/H155/
H165,AeroTech,H,reload,29,194,201.6,90,Redline,165,,1,165,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H165R/
H180,AeroTech,H,reload,29,238,252,123.9,White Lightning,180,228.5,1.3,217.7,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H180W/
H210,AeroTech,H,reload,29,238,246.4,106.4,Redline,215.4,275.7,1,215.4,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/H210R/
H211,Contrail,H,hybrid,38,516,600,125,,211,674,0.97,206,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H211-PVC/
H220,AeroTech,H,reload,29,238,250,106.4,Blue Thunder,220,275.5,1,220,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/H220T/
H222,Contrail,H,hybrid,38,407,520,22,,225,619,0.7,161,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H222-HP/
H238,AeroTech,H,reload,29,194,196,83.4,Blue Thunder,238,263.4,0.71,165.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H238T/
H242,AeroTech,H,reload,38,152,264,114.7,Blue Thunder,242,276.6,1.06,231.7,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H242T/
H246,Contrail,H,hybrid,38,508,598,110,,238,653,0.9,222,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H246-HP/
H268,AeroTech,H,reload,29,333,358.4,166,Redline,268,,1.19,320,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/H268R/
H275,Ellis,H,SU,29,275,255,163,,275,641.6,1.1,293.5,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/H275/
H277,Contrail,H,hybrid,38,719,710,110,,252,793,1.15,292,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H277-HP/
H300,Contrail,H,hybrid,38,508,612,110,,259,710,0.62,161,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H300-HP/
H303,Contrail,H,hybrid,38,508,589,125,,283,752,0.6,172,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H303-PVC/
H340,Contrail,H,hybrid,38,719,816,,,321,966,0.95,304.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Contrail/H340-SP/
H500,Loki,H,reload,38,295,460,160,Loki White,500,,0.634,317,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Loki/H500-LW/
H565,Cesaroni,H,reload,38,244,,165,Vmax,565,,0.566,319.8,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/320H565-14A/
H669,AeroTech,H,reload,38,152,252,98,Warp 9,651.4,961.5,0.339,221,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H669N/
H999,AeroTech,H,reload,38,203,331,147,Warp 9,999,1710,0.3202,319.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/H999N/
I65,AeroTech,I,SU,54,235,761.6,369.7,White Lightning,76.33,150.1,8.26,630.5,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AeroTech/I65W/
I69,Ellis,I,SU,29,406,,236,,69,149,5,369,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/I69/
I80,RATT,I,hybrid,29,730,553,221.8,,80,104.4,5.8,359.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/RATT/I80/
I80,PP,I,hybrid,38,646,842.4,332.4,,80,198.8,5.75,460,Canadian Association of Rocketry,OOP,http://www.thrustcurve.org/motors/PP/460NS-I80/
I90,RATT,I,hybrid,29,921,684.5,289.3,,90,,5.391,485.2,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/RATT/I90L/
I110,WCH,I,hybrid,38,606,824,327,,108.5,162.6,4.64,499.7,Canadian Association of Rocketry,OOP,http://www.thrustcurve.org/motors/WCH/499I110-P/
I117,SkyR,I,hybrid,38,914,1133,370,,117,435.6,4.4,591.6,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/SkyR/I117/
I119,SkyR,I,hybrid,38,711,967,264,,119,454.4,3,407,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/SkyR/I119/
I130,Hypertek,I,hybrid,54,546,,298,,130,,3.62,470.6,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Hypertek/300CC098J-I130/
I130,Ellis,I,SU,38,330,,308,,130,258.7,4.43,597.6,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Ellis/I130/
I132,AeroTech,I,SU,38,335,512.1,376.4,White Lightning,132,512.9,4.83,610.7,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/AeroTech/I132W/
